      0.000000        1.000000        0.000000        1.000000        2.500000
      0.002500        1.000000        0.000000        1.000000        2.500000
      0.005000        1.000000        0.000000        1.000000        2.500000
      0.007500        1.000000        0.000000        1.000000        2.500000
      0.010000        1.000000        0.000000        1.000000        2.500000
      0.012500        1.000000        0.000000        1.000000        2.500000
      0.015000        1.000000        0.000000        1.000000        2.500000
      0.017500        1.000000        0.000000        1.000000        2.500000
      0.020000        1.000000        0.000000        1.000000        2.500000
      0.022500        1.000000        0.000000        1.000000        2.500000
      0.025000        1.000000        0.000000        1.000000        2.500000
      0.027500        1.000000        0.000000        1.000000        2.500000
      0.030000        1.000000        0.000000        1.000000        2.500000
      0.032500        1.000000        0.000000        1.000000        2.500000
      0.035000        1.000000        0.000000        1.000000        2.500000
      0.037500        1.000000        0.000000        1.000000        2.500000
      0.040000        1.000000        0.000000        1.000000        2.500000
      0.042500        1.000000        0.000000        1.000000        2.500000
      0.045000        1.000000        0.000000        1.000000        2.500000
      0.047500        1.000000        0.000000        1.000000        2.500000
      0.050000        1.000000        0.000000        1.000000        2.500000
      0.052500        1.000000        0.000000        1.000000        2.500000
      0.055000        1.000000        0.000000        1.000000        2.500000
      0.057500        1.000000        0.000000        1.000000        2.500000
      0.060000        1.000000        0.000000        1.000000        2.500000
      0.062500        1.000000        0.000000        1.000000        2.500000
      0.065000        1.000000        0.000000        1.000000        2.500000
      0.067500        1.000000        0.000000        1.000000        2.500000
      0.070000        1.000000        0.000000        1.000000        2.500000
      0.072500        1.000000        0.000000        1.000000        2.500000
      0.075000        1.000000        0.000000        1.000000        2.500000
      0.077500        1.000000        0.000000        1.000000        2.500000
      0.080000        1.000000        0.000000        1.000000        2.500000
      0.082500        1.000000        0.000000        1.000000        2.500000
      0.085000        1.000000        0.000000        1.000000        2.500000
      0.087500        1.000000        0.000000        1.000000        2.500000
      0.090000        1.000000        0.000000        1.000000        2.500000
      0.092500        1.000000        0.000000        1.000000        2.500000
      0.095000        1.000000        0.000000        1.000000        2.500000
      0.097500        1.000000        0.000000        1.000000        2.500000
      0.100000        1.000000        0.000000        1.000000        2.500000
      0.102500        1.000000        0.000000        1.000000        2.500000
      0.105000        1.000000        0.000000        1.000000        2.500000
      0.107500        1.000000        0.000000        1.000000        2.500000
      0.110000        1.000000        0.000000        1.000000        2.500000
      0.112500        1.000000        0.000000        1.000000        2.500000
      0.115000        1.000000        0.000000        1.000000        2.500000
      0.117500        1.000000        0.000000        1.000000        2.500000
      0.120000        1.000000        0.000000        1.000000        2.500000
      0.122500        1.000000        0.000000        1.000000        2.500000
      0.125000        1.000000        0.000000        1.000000        2.500000
      0.127500        1.000000        0.000000        1.000000        2.500000
      0.130000        1.000000        0.000000        1.000000        2.500000
      0.132500        1.000000        0.000000        1.000000        2.500000
      0.135000        1.000000        0.000000        1.000000        2.500000
      0.137500        1.000000        0.000000        1.000000        2.500000
      0.140000        1.000000        0.000000        1.000000        2.500000
      0.142500        1.000000        0.000000        1.000000        2.500000
      0.145000        1.000000        0.000000        1.000000        2.500000
      0.147500        1.000000        0.000000        1.000000        2.500000
      0.150000        1.000000        0.000000        1.000000        2.500000
      0.152500        1.000000        0.000000        1.000000        2.500000
      0.155000        1.000000        0.000000        1.000000        2.500000
      0.157500        1.000000        0.000000        1.000000        2.500000
      0.160000        1.000000        0.000000        1.000000        2.500000
      0.162500        1.000000        0.000000        1.000000        2.500000
      0.165000        1.000000        0.000000        1.000000        2.500000
      0.167500        1.000000        0.000000        1.000000        2.500000
      0.170000        1.000000        0.000000        1.000000        2.500000
      0.172500        1.000000        0.000000        1.000000        2.500000
      0.175000        1.000000        0.000000        1.000000        2.500000
      0.177500        1.000000        0.000000        1.000000        2.500000
      0.180000        1.000000        0.000000        1.000000        2.500000
      0.182500        1.000000        0.000000        1.000000        2.500000
      0.185000        1.000000        0.000000        1.000000        2.500000
      0.187500        1.000000        0.000000        1.000000        2.500000
      0.190000        1.000000        0.000000        1.000000        2.500000
      0.192500        1.000000        0.000000        1.000000        2.500000
      0.195000        1.000000        0.000000        1.000000        2.500000
      0.197500        1.000000        0.000000        1.000000        2.500000
      0.200000        1.000000        0.000000        1.000000        2.500000
      0.202500        1.000000        0.000000        1.000000        2.500000
      0.205000        1.000000        0.000000        1.000000        2.500000
      0.207500        1.000000        0.000000        1.000000        2.500000
      0.210000        1.000000        0.000000        1.000000        2.500000
      0.212500        1.000000        0.000000        1.000000        2.500000
      0.215000        1.000000        0.000000        1.000000        2.500000
      0.217500        1.000000        0.000000        1.000000        2.500000
      0.220000        1.000000        0.000000        1.000000        2.500000
      0.222500        1.000000        0.000000        1.000000        2.500000
      0.225000        1.000000        0.000000        1.000000        2.500000
      0.227500        0.997493        0.002969        0.996493        2.497492
      0.230000        0.989910        0.011987        0.985902        2.489879
      0.232500        0.982372        0.021006        0.975408        2.482278
      0.235000        0.974880        0.030025        0.965010        2.474689
      0.237500        0.967435        0.039044        0.954707        2.467111
      0.240000        0.960034        0.048062        0.944499        2.459545
      0.242500        0.952679        0.057081        0.934384        2.451990
      0.245000        0.945370        0.066100        0.924363        2.444448
      0.247500        0.938105        0.075119        0.914433        2.436916
      0.250000        0.930885        0.084137        0.904595        2.429397
      0.252500        0.923709        0.093156        0.894848        2.421889
      0.255000        0.916578        0.102175        0.885191        2.414392
      0.257500        0.909491        0.111194        0.875624        2.406907
      0.260000        0.902448        0.120212        0.866145        2.399434
      0.262500        0.895448        0.129231        0.856755        2.391973
      0.265000        0.888492        0.138250        0.847452        2.384523
      0.267500        0.881579        0.147269        0.838235        2.377084
      0.270000        0.874710        0.156287        0.829105        2.369658
      0.272500        0.867883        0.165306        0.820060        2.362242
      0.275000        0.861099        0.174325        0.811100        2.354839
      0.277500        0.854357        0.183344        0.802223        2.347447
      0.280000        0.847658        0.192363        0.793431        2.340067
      0.282500        0.841001        0.201381        0.784721        2.332699
      0.285000        0.834386        0.210400        0.776093        2.325341
      0.287500        0.827812        0.219419        0.767546        2.317996
      0.290000        0.821280        0.228438        0.759080        2.310663
      0.292500        0.814789        0.237456        0.750695        2.303340
      0.295000        0.808339        0.246475        0.742388        2.296030
      0.297500        0.801931        0.255494        0.734161        2.288731
      0.300000        0.795563        0.264513        0.726012        2.281444
      0.302500        0.789235        0.273531        0.717941        2.274168
      0.305000        0.782948        0.282550        0.709947        2.266904
      0.307500        0.776701        0.291569        0.702029        2.259651
      0.310000        0.770493        0.300588        0.694187        2.252411
      0.312500        0.764326        0.309606        0.686420        2.245182
      0.315000        0.758198        0.318625        0.678728        2.237964
      0.317500        0.752110        0.327644        0.671110        2.230758
      0.320000        0.746060        0.336663        0.663565        2.223564
      0.322500        0.740050        0.345681        0.656093        2.216381
      0.325000        0.734079        0.354700        0.648693        2.209210
      0.327500        0.728146        0.363719        0.641365        2.202051
      0.330000        0.722251        0.372738        0.634108        2.194903
      0.332500        0.716395        0.381756        0.626922        2.187767
      0.335000        0.710577        0.390775        0.619805        2.180642
      0.337500        0.704796        0.399794        0.612758        2.173529
      0.340000        0.699054        0.408813        0.605780        2.166428
      0.342500        0.693348        0.417831        0.598870        2.159338
      0.345000        0.687681        0.426850        0.592027        2.152260
      0.347500        0.682050        0.435869        0.585252        2.145194
      0.350000        0.676456        0.444888        0.578543        2.138139
      0.352500        0.670899        0.453907        0.571900        2.131096
      0.355000        0.665379        0.462925        0.565323        2.124064
      0.357500        0.659895        0.471944        0.558810        2.117044
      0.360000        0.654447        0.480963        0.552362        2.110035
      0.362500        0.649035        0.489982        0.545978        2.103039
      0.365000        0.643659        0.499000        0.539657        2.096054
      0.367500        0.638319        0.508019        0.533400        2.089080
      0.370000        0.633014        0.517038        0.527204        2.082118
      0.372500        0.627745        0.526057        0.521070        2.075168
      0.375000        0.622510        0.535075        0.514998        2.068229
      0.377500        0.617311        0.544094        0.508986        2.061302
      0.380000        0.612147        0.553113        0.503034        2.054387
      0.382500        0.607017        0.562132        0.497142        2.047483
      0.385000        0.601921        0.571150        0.491310        2.040591
      0.387500        0.596860        0.580169        0.485536        2.033710
      0.390000        0.591833        0.589188        0.479821        2.026841
      0.392500        0.586840        0.598207        0.474163        2.019984
      0.395000        0.581881        0.607225        0.468562        2.013138
      0.397500        0.576955        0.616244        0.463019        2.006304
      0.400000        0.572062        0.625263        0.457531        1.999482
      0.402500        0.567203        0.634282        0.452100        1.992671
      0.405000        0.562377        0.643300        0.446724        1.985871
      0.407500        0.557584        0.652319        0.441402        1.979084
      0.410000        0.552824        0.661338        0.436135        1.972308
      0.412500        0.548096        0.670357        0.430923        1.965544
      0.415000        0.543401        0.679375        0.425763        1.958791
      0.417500        0.538737        0.688394        0.420657        1.952050
      0.420000        0.534106        0.697413        0.415603        1.945320
      0.422500        0.529507        0.706432        0.410601        1.938602
      0.425000        0.524940        0.715451        0.405651        1.931896
      0.427500        0.520404        0.724469        0.400753        1.925201
      0.430000        0.515899        0.733488        0.395905        1.918518
      0.432500        0.511426        0.742507        0.391107        1.911847
      0.435000        0.506984        0.751526        0.386360        1.905187
      0.437500        0.502572        0.760544        0.381661        1.898539
      0.440000        0.498192        0.769563        0.377012        1.891902
      0.442500        0.493842        0.778582        0.372412        1.885278
      0.445000        0.489523        0.787601        0.367859        1.878664
      0.447500        0.485233        0.796619        0.363355        1.872063
      0.450000        0.480974        0.805638        0.358898        1.865472
      0.452500        0.476745        0.814657        0.354488        1.858894
      0.455000        0.472546        0.823676        0.350124        1.852327
      0.457500        0.468376        0.832694        0.345806        1.845772
      0.460000        0.464236        0.841713        0.341535        1.839229
      0.462500        0.460125        0.850732        0.337308        1.832696
      0.465000        0.456044        0.859751        0.333126        1.826176
      0.467500        0.451991        0.868769        0.328989        1.819667
      0.470000        0.447967        0.877788        0.324896        1.813170
      0.472500        0.443972        0.886807        0.320847        1.806685
      0.475000        0.440006        0.895826        0.316841        1.800211
      0.477500        0.436068        0.904844        0.312878        1.793748
      0.480000        0.432158        0.913863        0.308958        1.787298
      0.482500        0.428276        0.922882        0.305080        1.780859
      0.485000        0.426319        0.927453        0.303130        1.777600
      0.487500        0.426319        0.927453        0.303130        1.777600
      0.490000        0.426319        0.927453        0.303130        1.777600
      0.492500        0.426319        0.927453        0.303130        1.777600
      0.495000        0.426319        0.927453        0.303130        1.777600
      0.497500        0.426319        0.927453        0.303130        1.777600
      0.500000        0.426319        0.927453        0.303130        1.777600
      0.502500        0.426319        0.927453        0.303130        1.777600
      0.505000        0.426319        0.927453        0.303130        1.777600
      0.507500        0.426319        0.927453        0.303130        1.777600
      0.510000        0.426319        0.927453        0.303130        1.777600
      0.512500        0.426319        0.927453        0.303130        1.777600
      0.515000        0.426319        0.927453        0.303130        1.777600
      0.517500        0.426319        0.927453        0.303130        1.777600
      0.520000        0.426319        0.927453        0.303130        1.777600
      0.522500        0.426319        0.927453        0.303130        1.777600
